"","chromosome","position","p.value.none","p.value.all","p.value.sva","coefficient.none","coefficient.all","coefficient.sva"
"cg05465955","chr17",40715236,5.5581844622101e-05,0.000465734502067713,0.0314007421634127,-0.0274200693232689,-0.0233544306554042,-0.0121996198791171
"cg09578155","chr11",68141470,0.000146237549762985,0.000207419987157281,0.0314383510892317,-0.0172470127609156,-0.0123742677326855,-0.00897580063895422
"cg08806611","chr12",6937571,0.000150013794074545,0.000416995918649694,0.0315218481674311,0.00496451328346276,0.00509522967912036,0.0024811783643772
"cg26242531","chr14",104190678,0.0331644155138406,5.21586978292504e-06,0.0319405570536945,0.0156433340079933,0.0226302857333293,0.0090206275304053
"cg10457247","chr8",70983079,0.000103275886418329,0.000466157187509789,0.0325345915614837,-0.0154675204229397,-0.0125745266694074,-0.00670005563213314
"cg18824446","chr15",89154058,0.000276639652331753,0.0016444021647777,0.0326611434477128,-0.0279255104426968,-0.0217653633354742,-0.0159673951609448
"cg24490227","chr11",133928292,0.000136416870453458,0.000237262009618293,0.0328918778490033,0.0283883826169006,0.024430213576888,0.0128261643649231
"cg18954900","chr12",96604497,1.43213251145197e-05,0.00597774809606011,0.0328984623969873,-0.0294800855134228,-0.0180168499938956,-0.0107739576685072
"cg16408820","chr8",134165361,0.295649266783142,1.0547019157691e-05,0.0336838326758611,-0.0095427893229662,-0.0192438311746457,-0.00700006659224625
"cg13633854","chr11",6528440,4.25651491661998e-05,0.00128525335327177,0.0338290284658275,0.0078362681182984,0.00583994634314287,0.00389458375912989
"cg24709951","chr17",73033009,0.00087457386305074,0.000133946730302877,0.0338518274425761,0.0404249214736457,0.0410816410448773,0.022772207935252
"cg21182407","chr6",3119541,0.000150846304937808,0.000140881746349831,0.0340047076960139,-0.015813038568545,-0.00915992668249301,-0.00557819950213384
"cg17819085","chr1",235122803,0.000250900016206258,3.10264332424438e-08,0.0342770411780239,-0.0198023617215317,-0.0232014150792422,-0.00716089024177944
"cg16881676","chr12",49659619,0.02255790233076,4.17091929231671e-05,0.0348400909598357,-0.0106861060296627,-0.0156294435313424,-0.00757469472728076
"cg19211880","chr3",134088357,0.00450792075253352,0.000200377641489198,0.0348579318552867,0.0253095598501875,0.0292294280290441,0.0142332411823012
"cg14462402","chr11",120678447,9.2974910663695e-05,0.000396264021261544,0.0351207643803638,-0.0361628186414032,-0.0308697785095996,-0.018170309498427
"cg06398251","chr3",184033620,0.00405547431639762,4.09916906537483e-05,0.0354524451201829,-0.0196324066730734,-0.021043525099446,0.00767604685945328
"cg02399048","chr8",22000318,0.000291583198765905,0.00154736472697984,0.0355603095691309,-0.0248622538279488,-0.0166937747912059,-0.0118935879767894
"cg00480331","chr3",187455371,0.0018841970367764,5.30405450413314e-05,0.0358377989132562,0.00791037851036923,0.00731812711949725,0.00428177037890961
"cg02003272","chr13",50702719,0.00413549577148362,0.000131525104322816,0.0362412085722253,-0.015411580620824,-0.0154884999890441,-0.00724001843151328
"cg01552919","chr4",901847,0.000559550193582536,2.08761850826966e-05,0.0364888512349796,0.0197956007193285,0.0195456682422677,0.0104962307789966
"cg18396403","chr22",38615368,0.004710799755988,0.000113331822450634,0.036684577366962,-0.0214638680354645,-0.0150934031966986,-0.00665189343946393
"cg20844262","chr20",62367372,3.83829394518639e-05,0.00020960392422432,0.0370679167012429,0.0136104644265926,0.0101182465666772,0.0056774379475358
"cg18642234","chr3",49394622,0.000320976688475378,0.00124408312101021,0.0372065451833656,-0.0197596954304529,-0.0147982022577015,-0.00818802259938619
"cg06005844","chr17",14206874,6.08921546088633e-06,0.000635708998767083,0.0372114307793933,-0.0246549711961995,-0.0164645006299768,-0.00736116555911962
"cg06047130","chr6",28980609,2.23348525288829e-05,0.000533716650501863,0.0384043220176739,0.0078184739990509,0.00691087173277163,0.00255591606372071
"cg19453742","chr10",98862320,0.000372121984930626,0.0213435819629205,0.0386485217108265,0.0107687072879296,0.00579728596445668,0.00621432477474647
"cg24548833","chr19",17007698,1.26761122149884e-05,0.000214696423997483,0.0388131813372251,-0.00920494159191307,-0.00659651973172374,-0.00347044656222429
"cg09841898","chr14",50886416,0.000187323648311214,0.000559325559820568,0.0390359066670611,0.0118615342158585,0.0111989137503931,0.00443751848969651
"cg03109660","chr4",37684505,0.000235357640675523,7.14127507136221e-10,0.0391114004482641,-0.0278996128519205,-0.0355407462975373,-0.0114339390612401
"cg14389884","chr4",120239158,0.000128674799282875,0.00268528552988856,0.0392506301447875,0.00783831254765505,0.00602412407352669,0.00394208912420647
"cg00308065","chr12",124422135,0.00027386542543326,0.000364581927280306,0.0399222563673531,0.0175849388804549,0.0173467137475116,0.00947225480378972
"cg09338136","chr5",344057,4.8751562125915e-05,0.00281587737851907,0.0399354968446376,-0.019456029838764,-0.0132514548178666,-0.00751802920644036
"cg10696085","chr12",50444522,0.442852204813945,0.000248768425397036,0.0400118559952195,0.00117763232505518,0.00348227431134968,0.00212238829897554
"cg08782337","chr7",193262,0.25920402673797,8.36724186987504e-05,0.0400789061486883,0.00556391065055735,0.0142751503644864,0.00583131076459503
"cg08548882","chr6",150953085,2.74633442623609e-05,3.90286473848908e-05,0.0400890101155805,-0.0239235422308994,-0.0197346628225162,-0.00914468898506933
"cg11094248","chr17",38494580,5.23987799024918e-06,6.35170962957855e-06,0.040889054820874,-0.0177945396435497,-0.0121241961398536,-0.00379088098082867
"cg12856965","chr1",17284740,0.000150115179774154,0.00011353882045472,0.0409294492180234,-0.0310521790967007,-0.0250495961283809,-0.0151509152593617
"cg17079688","chr4",83821767,2.26643536738287e-05,0.00145392152825552,0.0412021424855173,-0.00901713743823494,-0.00781388321889013,-0.00338989342029395
"cg13721397","chr9",131831038,0.0002434608785265,3.62247886098808e-06,0.0412353879783584,0.0180497983888501,0.0188670343346322,0.00835577909859356
"cg14873022","chr4",146841701,0.0248187144063391,0.000187736218560563,0.0412704716681688,0.0341014970132315,0.0502455111158424,0.031869525249229
"cg07886712","chr22",29665413,0.0204974790537392,0.000200581660783518,0.0414411458743092,-0.00575871817089846,-0.00770764855946767,-0.00403273607724416
"cg04018738","chr6",31760616,0.000733877857672503,7.69868895498917e-07,0.0416559365959545,0.0287557198516077,0.0355094049960009,0.0111144947229603
"cg08386009","chr6",32094845,0.0433306493214163,0.000102899688415803,0.0416827966493978,-0.0106116846691306,-0.0145273259158465,-0.00614739229759214
"cg00867472","chr1",156714808,0.000132660232234827,8.47803323527496e-05,0.0421534123152688,0.0196910456982331,0.0176311693767061,0.00731543202195996
"cg09636313","chr16",89070025,0.00465331710922157,2.89723508445653e-05,0.0426570008957407,0.0262849880213154,0.0330149047685816,0.0145500260770929
"cg01918222","chr16",87277142,0.10138993455224,9.11278668401268e-05,0.0428487028388407,-0.0148917830093503,-0.0244741774754355,-0.0125701161886017
"cg14997707","chr7",93853120,0.0028415067422418,5.5878219595017e-05,0.0428818214732721,-0.0220863964912945,-0.0242399096273348,-0.0114904572118825
"cg05894970","chr3",119041204,0.0229710693777869,2.83138825537704e-05,0.0430310759181601,-0.0207192163355565,-0.0167606355950597,-0.00803508190628431
"cg26271591","chr2",178125956,2.71344250609494e-05,7.74458069419196e-05,0.0432981100522152,-0.0460522060956271,-0.0395653173473882,-0.019181954064438
"cg24389054","chr7",27194013,4.62382776942581e-05,0.000176038503547248,0.0434477217696106,-0.0305958129959208,-0.0271702811856289,-0.0122050047985492
"cg01891966","chr7",27202344,0.000114397231562899,0.00208219855193203,0.0438307403994358,-0.0311233504986902,-0.0194147348380256,-0.0132246725712043
"cg26529655","chr5",424371,0.161458797542818,1.57422337556976e-06,0.0440525769984985,-0.00970830573605107,-0.0185580710321526,-0.00788708989173276
"cg02898159","chr19",5346237,0.000288103039041707,0.00822916699716488,0.0443268307631041,-0.019568436100202,-0.0147970407980601,-0.0107400019651186
"cg16401465","chr10",63809170,0.377582403246612,0.000111905197111189,0.0443616225828121,-0.00712191698580647,-0.0200270434079668,-0.00842706001907729
"cg03359362","chr19",47289611,0.000787212208453951,1.31789127605725e-06,0.0446208681798118,-0.00508697847308132,-0.00589141409255393,-0.00238547080622807
"cg15484808","chr6",33242542,0.00411471540121904,0.000161926497320919,0.0446718448062392,-0.0340640498855911,-0.0333588086690111,-0.0129134436364757
"cg11621113","chr19",12776725,0.000520960579775358,2.4803459701342e-06,0.0448836154234601,-0.0181017879727796,-0.0194428873890666,-0.00682187925197661
"cg17417004","chr1",54819992,4.32903144738946e-06,0.000583946355431368,0.0448868580520689,0.0240059326852255,0.0154134083307259,0.00999011577519292
"cg03509898","chr14",104190750,2.76592807743309e-06,8.26426781881718e-09,0.0449770660511043,0.0220859283244522,0.0224773854805067,0.00786888222413387
"cg22209445","chr3",196041192,0.00271687959522036,0.000134237566534261,0.0452088441475009,-0.00759187030697253,-0.00924803982515771,-0.00498334080414471
"cg00642501","chr4",2963261,0.150545776085656,0.000117485385908422,0.0460448963318949,-0.00851350609889873,-0.0163681859969436,-0.00715633077333779
"cg05047401","chr1",156131213,0.0488945198784711,0.000241332684719814,0.0464882652814123,0.0141139093413906,0.0217558542945742,0.0118553246687189
"cg11207515","chr7",146904205,4.61442541256384e-08,1.24695667909239e-06,0.0469177468722457,0.0631161491164338,0.055844653707131,0.0232105398671342
"cg11014740","chr2",129079223,0.00024833519487635,2.51345504196075e-06,0.047112805606751,-0.0169544230474914,-0.0161365359374331,-0.00576719427056548
"cg10626169","chr7",48319696,3.21022075104063e-05,0.00298796006202353,0.047227848817945,0.0175527067814576,0.0126299612055478,0.00793808968495179
"cg24049493","chr1",42385941,3.89171032012915e-06,2.15262419093313e-07,0.0475431551615304,0.0550499315422878,0.0577930343779806,0.0194666309236299
"cg18758335","chr1",200841861,0.000323907453461521,0.00237973314311546,0.048100094298255,0.00466119886476975,0.00346783753524129,0.00269005502390421
"cg16983588","chr11",129793108,0.0227624950564456,4.91503945000017e-06,0.048487107494148,0.0256560937593658,0.039770415820512,0.0155881209021581
"cg10068539","chr11",63608207,8.5462619730584e-05,0.000120892404429794,0.0488888371400614,-0.00719275964711286,-0.0069015074521612,-0.00289152155259085
"cg12873476","chr8",142402728,0.00190545291249913,0.000113072451190637,0.0492689958919914,-0.0228933236185336,-0.0249794023732056,-0.0103095748346763
"cg15410835","chr8",143125637,6.13932970897813e-05,0.000657904456423695,0.0499055945322028,-0.0410145188672121,-0.0325579294580647,-0.0219299869483003
"cg15667493","chr5",55404179,0.00336603897518484,1.14933789299085e-07,0.0502427604392983,0.0134107749794051,0.0187143327956323,0.00722801697458597
"cg23601905","chr17",17661060,0.36351291691034,0.000252248011055516,0.0502435795917308,0.00597287106215784,0.0134254958374303,0.00748840559342282
"cg23929194","chr7",44662296,0.368895711039376,4.48404519789771e-05,0.0506355920379157,-0.00757864415778619,-0.0184959013315106,-0.00768247503496745
"cg15819955","chr1",168510365,6.45082177738643e-07,0.00013953490858181,0.0514993102173342,0.0115628690431501,0.00808056324475264,0.0039827004338562
"cg07665352","chr10",5135453,0.00014500676118254,0.0039133702245697,0.0515140708515492,0.0281513765482476,0.01763835728747,0.00968566702741179
"cg24155190","chr1",201476619,0.00287252491251854,0.00015227231526453,0.0519295176861906,-0.0085688172905242,-0.00974856444657668,-0.00450319984833354
"cg05886626","chr15",39873553,0.000232782057392479,0.015185052690942,0.0532343317635324,-0.0236683594368687,-0.0134891315641014,-0.00975401885756204
"cg22193385","chr12",52638005,0.0031238049349647,0.000249825886016098,0.0538676533890848,-0.0173682756085858,-0.015381627455032,-0.0081152760425741
"cg22563226","chr4",39639380,8.52883341177395e-05,0.000289424718633024,0.0539641393295901,-0.00678957801750969,-0.00533563781724006,-0.0025798892376573
"cg12555334","chr7",56120290,0.000276772391606171,2.36227783148175e-06,0.0545400536307845,-0.0270310560945358,-0.0325527386052819,-0.0132134175911116
"cg25984601","chr5",168271898,0.000309142783177677,0.0012671772984951,0.0549641119602505,0.00489642722903096,0.00437527964927457,0.00212260908668789
"cg19784816","chr3",52812520,7.11479627986296e-05,0.000908200845534327,0.0561068321950709,0.0176403411665338,0.0112169735024695,0.00679636636392287
"cg22236626","chr1",212606819,0.000305323740238768,0.000691042498705989,0.0561234519256439,-0.0120225340745287,-0.00710220135468314,-0.00383068139358159
"cg12147622","chr10",74021432,8.72574282821924e-05,4.15040915328084e-08,0.0563097895744509,-0.0418741647636421,-0.0437891811254925,-0.0125365528133628
"cg14014731","chr9",19378679,0.0011181538359935,1.64981531387224e-05,0.0563492038453677,-0.0280459144960669,-0.0326128766966875,-0.0125808648395707
"cg19005210","chr6",41168960,0.789682309148208,9.07901477674334e-05,0.0566897556789258,-0.00249328904098445,0.0137178074378065,0.00660848577621836
"cg14487944","chr11",46261352,0.00349915135760991,8.09528227204731e-05,0.05670735925732,-0.0169261124725056,-0.0163719882964797,-0.00821137061721439
"cg05845217","chr5",4223202,0.00293459586751853,0.000113924129283037,0.0568857801662419,-0.0239039083620638,-0.0249002780073338,-0.0108573744324945
"cg23921545","chr4",65733563,0.000322996316878494,0.00188099089902779,0.0571598168312962,0.0136572682144008,0.012682101299913,0.00516234786415459
"cg20215831","chr19",3719138,0.000401645429969302,9.44869151324589e-06,0.0572718787522225,0.0308879043196637,0.0353874905145952,0.0134493181941304
"cg13590475","chr6",133137827,0.103315063661914,0.000369523593779629,0.0577674134930801,-0.0153338592698208,-0.0228519592424328,-0.0120013107844117
"cg01406381","chr19",47288263,0.00440975278622815,1.26892894609708e-07,0.0579217822512668,-0.0152598181262112,-0.0171562447055351,-0.00520239509880707
"cg07405021","chr5",115152019,0.000175990050519297,0.00252580708951206,0.0579579393278041,-0.0149069102275002,-0.0108779568250739,-0.00518286073365016
"cg11573318","chr11",65196227,0.000315945893936568,0.0020095065475276,0.0579748319859162,0.0323323837416316,0.0251203691282882,0.0179907387340355
"cg10453071","chr16",57513414,0.000814371678144825,3.37637710310678e-06,0.0581978832273653,0.0187050077716155,0.0241681998419194,0.0105653234145694
"cg16778811","chr17",37071381,6.51470025441138e-05,0.00229382900067669,0.0588842205793963,0.0131485483541512,0.010851032100705,0.00465539080779245
"cg00718242","chr1",187487246,0.000363469043735159,0.0175128573040796,0.0590210990156215,0.00492281360674735,0.00385562049319333,0.00231689089330574
"cg05459517","chr8",123795904,0.263679899784298,0.000116239578768662,0.059438280436598,-0.0112224235880736,-0.0143994119383048,-0.0067268658625658
"cg01519765","chr3",185828120,0.0283427841591442,6.81148530342352e-07,0.0595848680927988,0.0163617341424546,0.0250591355106687,0.00763097651059127
"cg13418576","chr9",126105738,0.000105817461612931,0.00244066185522958,0.0606797957067155,-0.0328798952372601,-0.0264802966120304,-0.0150118677255083
"cg23665802","chr13",92002338,0.0300222794334194,0.000103834213098434,0.0607330172325515,-0.0220725194177772,-0.0241255989593306,-0.010583902479572
"cg27532676","chr10",11085864,1.98072714799289e-05,0.00164677219462574,0.060924101093805,0.0183046811311662,0.0134644826238844,0.00594770140501237
"cg04514392","chr3",107086058,0.0265812366714522,0.000192272641831977,0.0610535778536902,0.0234587708168399,0.0272448532806338,0.0133066717053049
"cg07037944","chr15",64290807,1.78407763876128e-08,4.62072463499626e-09,0.0613697947704464,-0.0251249620211158,-0.0174860264060784,-0.00492446835665463
"cg23723793","chr14",75987498,0.021881357263682,2.98966135973512e-05,0.0614172749468231,-0.00832760751525697,-0.0120762993638638,-0.00633745588737043
"cg12815142","chr17",4872603,0.0210482050452149,0.000106303179443431,0.0620964938623392,-0.00725507480029661,-0.00918433718260665,-0.00456478394834454
"cg16145216","chr1",42385662,1.16572010644293e-05,1.21188652126758e-05,0.0621253415808389,0.0347230858263123,0.0364737902463845,0.0138935235119386
"cg13500388","chr16",67062135,8.45396513644407e-05,0.00180231721432972,0.063364036615455,-0.0268374245463985,-0.019280970029671,-0.0110534248186334
"cg03043696","chr1",1820656,0.000120031346691226,1.34388862064274e-05,0.0639647040805224,-0.0176834248623906,-0.0180302564004881,-0.00629729824501554
"cg06370069","chr10",73728417,0.0384499239597744,4.55196846443486e-05,0.0642414202562109,-0.0168150066953764,-0.0247152072901383,-0.0104033237209623
"cg20059928","chr15",40361485,1.67653692588348e-05,0.00272909778135897,0.0644371708791417,-0.0343446975349678,-0.0280852374058875,-0.0125822192224869
"cg09975715","chr17",8379050,0.00900858319268858,0.000180046836540757,0.0644463231374862,0.0132972611388799,0.0175898844712075,0.00778604723917972
"cg14901243","chr19",13951845,0.0344031567933822,3.15193397861985e-05,0.0645625158645501,-0.0214926634349942,-0.0251109377244212,-0.00831582958481524
"cg18369990","chr2",112941244,0.000492521140819572,4.86507541522733e-06,0.0650074204259665,0.0183665737100471,0.0219835779490527,0.00718242139121512
"cg10513161","chr3",183705727,1.16035219563182e-06,1.09034758445505e-06,0.065044654707572,0.0220085279962755,0.0188452101029128,0.00666326108217265
"cg07184237","chr7",150754081,0.00128553580494583,0.000129556411659451,0.0652555045107907,-0.0243452284048082,-0.0255830493753314,-0.00891559954663393
"cg06884401","chr4",89978251,0.664102227796519,0.000314761020243468,0.0660468847064521,-0.00369969724618425,0.0114680166509465,0.00524203156031802
"cg04934382","chr17",77766335,0.000246927173095894,0.00102623477657249,0.0662290895121016,-0.0437240329832992,-0.0313057499332648,-0.0159658668013988
"cg01453052","chr17",73892097,0.00114429845485805,1.78463824854384e-05,0.0672800893276042,-0.0291237878080666,-0.0363519158941697,-0.0137961521773273
"cg15920669","chr8",142037502,0.000589016668850812,4.30851350783244e-05,0.0675671982032828,0.0160654218471315,0.0149284408156451,0.00577365749091662
"cg13985437","chr11",76381044,7.65638862986956e-05,0.0035199629118644,0.067584468190671,-0.021884330763517,-0.0139269909347295,-0.00656116283131303
"cg11786338","chr18",56809717,0.29690868815356,2.18780217654296e-05,0.0677693028586152,-0.00866245117134939,-0.0175042078039942,-0.00625272345575471
"cg15128226","chr4",123747672,0.000169195425593998,0.00222439803019407,0.0690602975678628,-0.0295278745465249,-0.0239808196153814,-0.00952865186043963
"cg03604011","chr5",400201,0.0155726977537549,1.11957496849287e-05,0.0692076916078954,0.0143777282717609,0.0164264225847083,0.0077477442813397
"cg12901451","chrX",48620161,0.000822865434319627,0.00011917509968633,0.0692164786382079,0.017714183642204,0.0185025625832517,0.00887103750953107
"cg16331492","chr2",107456855,4.6108561557608e-05,0.00183902027634171,0.0693201224630851,0.0243415451382805,0.0183548953601651,0.00978008709553561
"cg13396060","chr1",243670224,0.00579945004260929,0.000212721019745989,0.0694199855540192,0.00767951504303455,0.00941667012635491,0.00559488570228826
"cg22505746","chr1",156052948,0.000234021003845297,0.000860446791985636,0.0697270877317349,-0.00844151872926797,-0.00723619799628565,-0.00303785788884757
"cg14365126","chr9",139545538,0.00218558223388761,0.000276923607466647,0.0698484661565338,-0.0199858737422394,-0.0167983895749297,-0.00830552877726959
"cg15471946","chr21",40686621,0.000751192223940083,2.67780969298623e-05,0.0698759270220589,-0.00916436605520893,-0.00937713642304327,-0.00378227818435272
"cg18280962","chr2",73871849,0.0373668683212323,0.000207082499779784,0.0702749980253084,0.0149791025639275,0.0229275543306829,0.0102054713250725
"cg13289827","chr10",134752472,0.00015989187527575,0.000592576067535512,0.070318978284211,0.0169350571540599,0.0153288570384751,0.00769316460118463
"cg14327296","chr14",101051064,0.00150055135744486,1.05963583095738e-05,0.0704243650607885,-0.0131405287390854,-0.0154647183760023,-0.00482714670399267
"cg09684336","chr1",202172535,0.000132421315268866,0.000514287513288781,0.0708262625335755,0.0105061767579168,0.00963893522445809,0.00479115892609943
"cg12765567","chr6",33918728,0.0460075629114726,8.92379163837833e-05,0.0708633186998733,-0.00953907681553267,-0.0130170442255301,-0.00502153369034842
"cg17163404","chr1",19414438,0.189039110106019,0.000100348027391633,0.071619517525615,-0.00993753367979677,-0.0182196827732753,-0.00726217435125446
"cg11436113","chr20",19191145,0.00520760996095439,9.90665407896874e-07,0.0720199985888783,-0.0241537585934796,-0.027780036971754,-0.00868381318404507
"cg26372842","chr12",48918612,4.98592024644751e-05,0.0665360208748547,0.0726376748989094,0.0166957788809765,0.0067458076296863,0.00733317303552495
"cg14829814","chr12",108294894,0.000438916116101969,6.22773315278937e-07,0.0726622638206923,0.0566153695776448,0.0521691803439588,0.0183852606844005
"cg17907003","chr1",117533414,1.4619280913512e-05,4.60852504461422e-06,0.0732574354338069,-0.033423155075777,-0.0282533787036215,-0.00938539840345532
"cg04143805","chr16",89395205,0.000231620205144291,0.0233715696984659,0.0735155535563481,0.0100739401316167,0.00618261282134688,0.00537416990028507
"cg23126342","chr13",67801125,0.000166584217103506,0.000155536216105953,0.0741394244242229,0.052496748283343,0.051040841645715,0.0250850532567688
"cg10721942","chr3",48474184,0.251874174381399,0.000261014606479955,0.0744320128727082,-0.00762644068166082,-0.0167702514000212,-0.00745504647840517
"cg24064224","chr10",1156594,0.590974033704803,0.000327569580950848,0.0746713019524499,0.00412485867429321,-0.0124643098501547,-0.00478785697520117
"cg06178669","chr11",63334608,0.00324815437398302,3.25459818237095e-06,0.0747644110711239,-0.0245947553314796,-0.0283288668750632,-0.0109827591309142
"cg00563768","chr17",34174170,0.0118567029628051,0.000137881937290778,0.0749124001485989,-0.0196985869169298,-0.0249267536599435,-0.00680241357075408
"cg27169073","chr12",106394991,0.000990316680100607,2.64729574806737e-05,0.0756294388297646,-0.0321906491574929,-0.0346169074914668,-0.0114308649639354
"cg01300291","chr3",194980397,0.0012212941599278,0.00026979937135517,0.0765220813406309,-0.0211398228269443,-0.0172307838495273,-0.00697773512526587
"cg14789659","chr10",63809073,0.0797386059936831,3.72818720631023e-06,0.0769845046017731,-0.0155225691049026,-0.0212654864616177,-0.00862844032769222
"cg10547387","chr15",55987268,0.000671238719051844,0.000163237501085381,0.0775387307613592,-0.00753331348548308,-0.00790982715841969,-0.00410464337432901
"cg26744362","chr19",56168861,0.0202973245531756,1.79256350938594e-06,0.0787942802882109,-0.0159638027284468,-0.0212469802249942,-0.0058982218202362
"cg16736054","chr1",100758252,2.94200930753097e-05,0.000221985169599987,0.079143798405336,0.010189198235029,0.00928731641517289,0.00364456760738655
"cg22870429","chr3",114027859,0.000122676674899685,6.95702354742832e-11,0.0794810866491774,-0.0302399159857936,-0.0313614642225601,-0.0075656444396082
"cg23297413","chr5",10636139,0.294817197582183,6.97722123075484e-06,0.0798281689247495,-0.00794453649221659,-0.0172218494978273,-0.00562881915022115
"cg07124366","chr3",10361044,0.000316347723587197,9.72258936411412e-05,0.0798358292477584,-0.016714487914831,-0.0179880184375921,-0.00706468225709081
"cg01298374","chr12",27768965,0.00019318308711199,0.0194347940008086,0.0802821520259738,0.0195763294864434,0.0111652133074247,0.00561729281377159
"cg15372603","chr7",27197239,1.16197258668543e-08,3.75503933114931e-07,0.0803019100848257,-0.0291549440380181,-0.0220892639052689,-0.00861533653916079
"cg20322193","chr7",39664614,3.10117778737139e-05,0.000341435689399333,0.0811567531248343,-0.033455337328544,-0.0269934439040119,-0.0106619283743181
"cg21140898","chr1",51442318,0.000354320183719563,8.73892193754294e-05,0.0816454051520096,-0.0384657154662011,-0.0372144511104995,-0.0140885820458792
"ch.6.14534615F","chr6",14426636,0.000306625708165116,0.0161707300726225,0.0827361934042661,-0.0175547306236232,-0.0124535634334815,-0.0076333475723938
"cg17642941","chr7",27198429,0.000380382937107589,0.00586480025313206,0.0832998279466259,-0.0238617723113049,-0.0153346825587151,-0.0098499843259556
"cg08471846","chr19",799621,0.000112927035583954,8.81637504960689e-08,0.0840870413625202,-0.0190566251976787,-0.0208167337271848,-0.00607347362316933
"cg11827514","chr8",143125722,4.29498421448928e-05,0.000451320479106865,0.084214893554427,-0.038894119888451,-0.0347091635558274,-0.021837536109156
"cg24704287","chr19",13951481,0.016013857627295,6.02996170515228e-06,0.084479979606383,-0.0217277042050669,-0.0241546987631821,-0.00750445340036514
"cg21316772","chr9",33167933,0.00153811786946474,0.000171411252876643,0.0845084561987394,-0.0134835812088436,-0.0118176495419407,-0.00420230582467588
"cg09471611","chr1",159753902,3.83091331325791e-05,0.00102162855490005,0.0846643068427596,0.0232282001672634,0.0120789748148196,0.00551864194117859
"cg26418770","chr17",14206886,3.32510868446418e-05,0.000139976116941919,0.0848560012125355,-0.0271588908455284,-0.021718126701532,-0.00772658260521696
"cg19956914","chr7",56147257,1.00147229537929e-06,3.33473065392811e-07,0.0855113667492475,0.0478803272507992,0.0464183784054619,0.0122395734132393
"cg12629515","chr6",27859811,0.020952533674532,3.52996303823696e-06,0.0859115126744561,-0.0161191383017321,-0.0248210821825126,-0.00964548252637588
"cg27586885","chr19",33726898,0.0358794444987953,2.11437811870729e-05,0.0860141900077802,-0.00567346677906646,-0.00838509364151426,-0.00368235218490375
"cg08587504","chr20",34639686,0.00538337433817001,0.000165531474689908,0.0862514164931212,0.0152691423697116,0.0143469762581079,0.00621179729803255
"cg08305533","chr22",32007224,0.00568289239588729,1.89352045115997e-05,0.087039444948789,0.0216476854416854,0.0249556257007556,0.0093763145569332
"cg03450948","chr2",177053274,0.331190727539107,0.000345227919699551,0.0872270074587991,0.00659479275982877,0.0161669997182279,-0.00603053418869419
"cg03362494","chr3",195938668,0.00101545409821754,1.25090856527523e-05,0.0872736266122728,-0.0145299176876896,-0.0179119719267097,-0.00654582251802488
"cg06560379","chr6",44231305,0.000333507428681568,0.000780562539225101,0.0874574242731675,-0.00851681107961496,-0.00746131339202351,-0.00350756074507744
"cg05835982","chr3",129693791,7.4848011175409e-05,0.000766849588306601,0.0876587190153134,-0.00959692585642014,-0.00698382059592625,-0.00353295343646917
"cg18618815","chr17",48275324,0.00791560242377217,5.30624612427805e-06,0.0880563081852343,-0.0222104910257566,-0.0285180929388047,-0.00920049831638434
"cg05323251","chr19",10449942,4.73078566458607e-05,0.00785990238824285,0.0881707148909621,-0.0143494984177851,-0.00627537825786403,-0.00359594992045621
"cg02091786","chr11",62415525,0.000355129857990946,0.0298972738159524,0.0887421577971099,0.0105272271022041,0.0058967742063551,0.00396170015088545
"cg17567838","chr6",33167488,0.00092918694256196,7.157844234562e-05,0.0899236072427498,-0.0153842322725395,-0.0160240186616506,-0.00651370252422674
"cg00817377","chr7",73441057,0.0022490762686653,0.000143411866525521,0.0904724410857623,-0.0139202416836884,-0.0158150500665938,-0.00505405541805465
"cg24613080","chr17",32484035,0.681949400287671,0.00020016782295644,0.0911769272590875,0.00406421947344929,0.0173443523346528,0.00694335309489752
"cg00517855","chr8",146016408,0.0011068900871017,6.2562016966089e-06,0.0913630716491957,-0.0141119240756074,-0.0153866738533062,-0.00376950996972948
"cg01875106","chr11",132287342,0.00642801802310931,7.64400920212701e-05,0.0916333373531383,-0.0221960494547408,-0.0235518821301495,-0.00824167465024441
"cg04211179","chr1",16301562,0.0269357553196773,1.57002160900028e-05,0.0923165860483856,-0.0138616890099812,-0.0192973198977179,-0.00708632712409828
"cg22042546","chr1",27050491,0.33246501899668,0.000232585991180185,0.0928557456728571,0.00729309922336051,0.0181424673763582,0.00880696089846171
"cg03871102","chr11",68024285,0.000136257964129263,0.00141610036891508,0.0930544425566732,0.0128072569480559,0.0111802855881231,0.00446277815129622
"cg14290170","chr9",138136674,2.76404345890464e-05,6.37439653411164e-05,0.0941426663709878,0.0277384822172602,0.0240266651835568,0.00773495730567386
"cg13087259","chr11",32193669,5.06616090351533e-05,0.00128808613433227,0.0956458823606494,-0.0195892221897136,-0.0135874140859144,-0.00514141668305894
"cg08299521","chr5",179344619,0.00785301889472306,0.000155398602800457,0.0959752436042442,-0.0164913809321633,-0.0144805212166856,-0.00506193923380389
"cg13962372","chr1",22415149,0.00175778762956292,0.000290012749745789,0.0986941659733741,-0.0300472274601484,-0.0213797846643337,-0.00733854754700728
"cg17711521","chr6",225824,4.77943683867459e-05,0.00229311015361,0.0999518118524745,-0.0220590628727166,-0.0131658226874877,-0.00826400303763424
